Time [s],Trigger,X-Axis_PP-3 [psi],X-Axis_PP-4 [psi],Y-Axis_PP-1 [psi],Y-Axis_PP-2 [psi]
-0.0005125,0.0613403,0.0137329,-0.00915527,0.0335693,0.0167847
-0.000512,0.0598145,-0.00610352,-0.0305176,0.0167847,-0.0152588
-0.0005115,0.057373,-0.00610352,-0.0137329,0.0137329,0.0152588
-0.000511,0.0595093,0.012207,0.00762939,0.0183105,0.00762939
-0.0005105,0.0576782,0.0137329,0,0.00610352,0.00915527
-0.00051,0.0610352,0.0183105,0.00915527,0.0427246,0.012207
-0.0005095,0.057373,0.00305176,-0.00610352,0.0259399,0
-0.000509,0.0592041,0.00762939,-0.0305176,0.050354,0.0137329
-0.0005085,0.0582886,0.0198364,0.012207,0.0183105,0.00305176
-0.000508,0.057373,-0.0167847,-0.00152588,0.0198364,-0.0137329
-0.0005075,0.0610352,0.0137329,-0.00152588,0.0152588,0.0106812
-0.000507,0.0579834,0.012207,-0.0152588,0.0137329,0
-0.0005065,0.0622559,-0.00915527,-0.0213623,0.0213623,0.0152588
-0.000506,0.0595093,0.012207,-0.00305176,0.0213623,0.0152588
-0.0005055,0.0595093,0.0259399,0,0.038147,0.0152588
-0.000505,0.0595093,0.0152588,-0.0213623,0.0274658,0.0213623
-0.0005045,0.0598145,-0.0244141,-0.00762939,0.0320435,0.00915527
-0.000504,0.06073,0.00457764,0.00457764,0.0274658,0.0259399
-0.0005035,0.0610352,0.00610352,-0.0106812,0.038147,-0.00152588
-0.000503,0.0585938,-0.0106812,-0.0198364,0.0244141,0
-0.0005025,0.0610352,0.00305176,-0.00915527,0.0335693,0.0183105
-0.000502,0.0610352,0.012207,0.0137329,0.0244141,0.0152588
